FID,name,stadt,plz,strasse,hausnr,etage,raumnummer,oeffnungszeiten,kategorie,preis,wickeln,standort_beschreibung,zustand,einschraenkungen,mail,website,telefon,zustaendiges_referat,erzeugt_bearbeitet,din_18040_1,toilette_fuer_alle,eignung_blindenhunde,eingangstuer_typ,eingangstuer_glasmarkierung,eingangstuer_klingel_taster,eingangstuer_leichte_fuehrung,eingangstuer_radar_schluessel,eingangstuer_euro_schluessel,eingangstuer_wendekreis,eingangstuer_breite,rampe,rampe_steigung,treppe_vorhanden,treppe_antirutsch,treppe_blindenschrift,treppe_gelaender,treppe_kontrast_visuell,treppe_kontrast_taktil,treppe_stufenanzahl,treppe_stufenhoehe,rollstuhllift,eingangsbereich_beschreibung,gebaeudeinneres_gangbreite,gebaeudeinneres_induktionsschleifen,gebaeudeinneres_fuehrungsrillen,gebaeudeinneres_ruhig,gebaeudeinneres_beleuchtet,aufzug_vorhanden,aufzug_tuerbreite,aufzug_tiefe,aufzug_breite,wctuer_typ,wctuer_glasmarkierung,wctuer_klingel_taster,wctuer_leichte_fuehrung,wctuer_radar_schluessel,wctuer_euro_schluessel,wctuer_wendekreis,wctuer_breite,wctuer_bemerkung,wc_badewanne,wc_dusche,wc_spiegel,wc_gelaender,wc_deckenlifter,wc_standlifter,wc_liege,wc_spiegelhoehe,wc_handtuchspenderhoehe,wc_seifenspender_hoehe,wc_waschbecken_oberkante,wc_waschbecken_hoehe_unterfahrbar,wc_waschbecken_tiefe_unterfahrbar,wc_buegel_rechts,wc_buegel_links,wc_buegel_distanz,wc_buegelhoehe,wc_sitzhoehe,wc_platz_davor,wc_platz_rechts,wc_platz_links,wc_spuelknopf_hinten,wc_spuelknopf_rechts,wc_spuelknopf_links,wc_spuelknopf_hoehe,wc_position_notruf,wc_hoehe_notruf,wc_bermerkung,foto,shape
wc_finder_opendata.172,Öffentliche Toilette U-Bahnhof Aidenbachstraße B,München,81379,Aidenbachstraße,,1.UG,11,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,27.03.2024 / 27.03.2024,1,0,,,,,,,,,,,,,,,,,,,,,,Türöffnung,0,0,1,1,1,100,140,150,Öffnet nach außen/Türanschlag rechts,1,0,0,0,1,,93,,0,0,1,0,0,0,0,106,93,,80,75,30,1,1,65,87,49,140,70,90,1,1,1,82,rechts,35,,,POINT (687900.9900007606 5330175.649998202)
wc_finder_opendata.173,Öffentliche Toilette U-Bahnhof Aidenbachstraße D,München,81379,Aidenbachstraße,,1.UG,12,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,27.03.2024 / 27.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (687900.9900007606 5330175.649998202)
wc_finder_opendata.174,Öffentliche Toilette U-Bahnhof Aidenbachstraße H,München,81379,Aidenbachstraße,,1.UG,10,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,27.03.2024 / 27.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (687900.9900007606 5330175.649998202)
wc_finder_opendata.175,Öffentliche Toilette U-Bahnhof Obersendling B,München,81379,August-Zeune-Weg,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,27.03.2024 / 27.03.2024,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,Öffnet nach außen/Türanschlag rechts,0,0,1,1,1,,92,,0,0,0,0,0,0,0,mind. 100,,,86,79,10,1,1,63,87,51,100,83,45,1,0,0,111,nicht vorhanden,,,,POINT (688904.650000781 5330350.469998144)
wc_finder_opendata.176,Öffentliche Toilette U-Bahnhof Obersendling D,München,81379,August-Zeune-Web,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,27.03.2024 / 27.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688904.650000781 5330350.469998144)
wc_finder_opendata.177,Öffentliche Toilette U-Bahnhof Obersendling H,München,81379,August-Zeune-Web,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,27.03.2024 / 27.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688904.650000781 5330350.469998144)
wc_finder_opendata.178,Öffentliche Toilette U-Bahnhof Thalkirchen B,München,81371,Schäftlarnstraße,,1.UG,28,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,27.03.2024 / 27.03.2024,1,1,,,,,,,,,,fest,max. 6%,,,,,,,,,,,Türöffnung,0,0,1,1,1,,,,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,,89,,0,0,1,0,1,0,1,110,96,,,verstellbar,,1,1,66,84,47,180,130,90,1,1,1,80,rechts,35,,,POINT (689572.3100007949 5330741.249998104)
wc_finder_opendata.179,Öffentliche Toilette U-Bahnhof Thalkirchen H,München,81371,Schäftlarnstraße,,1.UG,26,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,27.03.2024 / 27.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689572.3100007949 5330741.249998104)
wc_finder_opendata.180,Öffentliche Toilette U-Bahnhof Lehel D,München,80538,Thierschplatz,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 25.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (692599.860000859 5335041.0799979055)
wc_finder_opendata.181,Öffentliche Toilette U-Bahnhof Lehel H,München,80538,Thierschplatz,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 25.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (692599.860000859 5335041.0799979055)
wc_finder_opendata.182,Öffentliche Toilette U-Bahnhof Böhmerwaldplatz B,München,81679,Richard-Strauss-Straße,,1.UG,7,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 25.03.2024,,0,,,,,,,,,,,,,,,,,,,,0,,,0,0,1,1,1,100,180,140,Öffnet nach außen/Türanschlag links,,0,1,1,1,,103,,0,0,0,0,0,0,0,,,,90,75,20,1,1,67,85,48,200,76,70,1,0,0,110,nicht vorhanden,,,,POINT (694580.8500009035 5335627.109997767)
wc_finder_opendata.183,Öffentliche Toilette U-Bahnhof Böhmerwaldplatz D,München,81679,Richard-Strauss-Straße,,1.UG,9,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 25.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (694580.8500009035 5335627.109997767)
wc_finder_opendata.184,Öffentliche Toilette U-Bahnhof Lehel B,München,80538,Thierschplatz,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 25.03.2024,,0,,Öffnet nach außen/Türanschlag rechts,,0,1,0,0,,96,,,,,,,,,,,0,,150,0,0,0,1,1,100,170,125,Öffnet nach außen/Türanschlag rechts,,0,1,1,1,180,90,,0,0,0,0,0,0,0,,,,80,65,23,1,1,70,84,45,150,65,105,1,0,0,107,nicht vorhanden,,nur barrierefreie Toilette im Damen WC ist halbwegs barrierefrei,,POINT (692599.860000859 5335041.0799979055)
wc_finder_opendata.185,Öffentliche Toilette U-Bahnhof Rotkreuzplatz H,München,80634,Rotkreuzplatz,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 25.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688429.4700007702 5336416.17999816)
wc_finder_opendata.186,Öffentliche Toilette U-Bahnhof Rotkreuzplatz D,München,80634,Rotkreuzplatz,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 25.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688429.4700007702 5336416.17999816)
wc_finder_opendata.187,Öffentliche Toilette U-Bahnhof Böhmerwaldplatz H,München,81679,Richard-Strauss-Straße,,1.UG,8,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 25.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (694580.8500009035 5335627.109997767)
wc_finder_opendata.188,Öffentliche Toilette U-Bahnhof Rotkreuzplatz B,München,80634,Rotkreuzplatz,,,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 25.03.2024,,0,,,,,,,,,,fest,,,,,,,,,,0,,140,0,0,0,1,1,100,210,137,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,140,95,,0,0,1,0,0,0,0,102,94,92,80,70,35,1,1,56,76,47,180,120,120,1,1,1,74,links,87,,,POINT (688352.6100007686 5336611.5699981665)
wc_finder_opendata.189,Öffentliche Toilette U-Bahnhof Richard-Strauss Straße H,München,81679,Richard-Strauss-Straße,,1.UG,10,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 25.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (694615.8600009042 5336165.529997761)
wc_finder_opendata.190,Öffentliche Toilette U-Bahnhof Richard-Strauss Straße D,München,81679,Richard-Strauss-Straße,,1.UG,11,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 25.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (694615.8600009042 5336165.529997761)
wc_finder_opendata.191,Öffentliche Toilette U-Bahnhof Brudermühlstraße B,München,81371,Thalkirchner Str.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 20.03.2024,1,0,,Öffnet nach innen/Türanschlag links,,0,1,0,0,,94,,,,,,,,,,,,,107,0,0,0,1,1,100,180,100,Öffnet nach außen/Türanschlag links,,0,1,1,1,,100,,0,0,0,0,0,0,0,mind. 100,,,81,kaum unterfahrbar,,1,1,63,86,47,110,80,40,1,0,0,100,nicht vorhanden,,,,POINT (689708.2500007974 5331941.619998093)
wc_finder_opendata.192,Öffentliche Toilette U-Bahnhof Friedenheimer Straße D,München,80686,Zschokkestr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 20.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686870.3300007393 5334367.189998251)
wc_finder_opendata.193,Öffentliche Toilette U-Bahnhof Friedenheimer Straße B,München,80686,Zschokkestr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 20.03.2024,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,98,180,108,Öffnet nach außen/Türanschlag links,0,0,1,1,1,,76,,0,0,0,0,0,0,0,mind. 100,,,87,kaum unterfahrbar,,1,1,62,84,81,130,100,40,1,0,0,104,nicht vorhanden,,,,POINT (686870.3300007393 5334367.189998251)
wc_finder_opendata.194,Öffentliche Toilette U-Bahnhof Laimer Platz H,München,80686,Gotthardstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 20.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686239.070000727 5334381.469998285)
wc_finder_opendata.195,Öffentliche Toilette U-Bahnhof Laimer Platz D,München,80686,Gotthardstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 20.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686239.070000727 5334381.469998285)
wc_finder_opendata.196,Öffentliche Toilette U-Bahnhof Brudermühlstraße D,München,81371,Thalkirchner Str.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 20.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689708.2500007974 5331941.619998093)
wc_finder_opendata.197,Öffentliche Toilette U-Bahnhof Brudermühlstraße H,München,81371,Thalkirchner Str.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 20.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689708.2500007974 5331941.619998093)
wc_finder_opendata.198,Öffentliche Toilette U-Bahnhof Forstenrieder Allee B,München,81476,Züricher Str.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 20.03.2024,,0,,Öffnet nach innen/Türanschlag links,,0,1,0,0,,105,,,,,,,,,,,,,,0,0,0,1,1,100,140,100,Öffnet nach außen/Türanschlag links,,0,1,1,1,160,105,,0,0,0,0,0,0,0,,,,85,75,20,1,1,69,86,47,100,15,100,1,0,0,106,nicht vorhanden,,,,POINT (685998.6700007231 5329894.059998304)
wc_finder_opendata.199,Öffentliche Toilette U-Bahnhof Friedenheimer Straße H,München,80686,Zschokkestr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 20.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686870.3300007393 5334367.189998251)
wc_finder_opendata.200,Öffentliche Toilette U-Bahnhof Laimer Platz B,München,80686,Gotthardstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 20.03.2024,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,98,180,100,Öffnet nach außen/Türanschlag rechts,1,0,0,0,1,,93,,0,0,1,0,0,0,0,107,92,,,verstellbar,,1,1,65,82,46,140,77,56,1,1,1,77,links,85,,,POINT (686239.070000727 5334381.469998285)
wc_finder_opendata.201,Öffentliche Toilette U-Bahnhof Moosach D,München,80992,Memminger Platz,,1.UG,70,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686324.1900007277 5339420.639998273)
wc_finder_opendata.202,Öffentliche Toilette U-Bahnhof Harthof H,München,80937,Weyprechtstr.,,1.UG,60,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690894.5100008203 5342263.169998001)
wc_finder_opendata.203,Öffentliche Toilette U-Bahnhof Harthof B,München,80937,Weyprechtstr.,,1.UG,63,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,1,0,,Tür ist immer offen,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,100,110,140,Öffnet nach außen/Türanschlag rechts,0,0,1,1,1,,102,,0,0,1,0,0,0,0,102,,,86,74,40,1,1,64,88,43,130,100,95,1,0,0,90,nicht vorhanden,,,,POINT (690894.5100008203 5342263.169998001)
wc_finder_opendata.204,Öffentliche Toilette U-Bahnhof Frankfurter Ring H,München,80807,Knorrstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691214.1200008276 5340319.419997985)
wc_finder_opendata.205,Öffentliche Toilette U-Bahnhof Frankfurter Ring D,München,80807,Knorrstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691214.1200008276 5340319.419997985)
wc_finder_opendata.206,Öffentliche Toilette U-Bahnhof Frankfurter Ring B,München,80807,Knorrstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,1,0,,Tür ist immer offen,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,,,,Öffnet nach außen/Türanschlag links,1,0,1,0,1,,93,,0,0,1,0,0,0,0,108,93,,80,75,15,1,1,65,82,47,140,89,91,1,1,1,80,rechts,97,,,POINT (691214.1200008276 5340319.419997985)
wc_finder_opendata.207,Öffentliche Toilette Tramstation Scheidplatz H,München,80804,Scheidplatz,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691260.4600008291 5338476.639997985)
wc_finder_opendata.208,Öffentliche Toilette Tramstation Scheidplatz D,München,80804,Scheidplatz,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691260.4600008291 5338476.639997985)
wc_finder_opendata.209,Öffentliche Toilette Tramstation Scheidplatz B,München,80804,Scheidplatz,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,1,0,,Tür ist immer offen,,,,,,,,fest,max. 6%,,,,,,,,,,,,0,0,1,1,0,,,,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,,95,,0,0,1,0,0,0,0,133,91,,82,75,20,1,1,59,83,50,135,85,95,1,1,1,80,links,83,,,POINT (691260.4600008291 5338476.639997985)
wc_finder_opendata.210,Öffentliche Toilette U-Bahnhof Olympiazentrum H,München,80809,Lerchenauer Str.,,EG,77,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689954.4800008012 5339484.699998065)
wc_finder_opendata.211,Öffentliche Toilette U-Bahnhof Olympiazentrum D,München,80809,Lerchenauer Str.,,EG,79,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689954.4800008012 5339484.699998065)
wc_finder_opendata.212,Öffentliche Toilette U-Bahnhof Moosach H,München,80992,Memminger Platz,,1.UG,65,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686324.1900007277 5339420.639998273)
wc_finder_opendata.213,Öffentliche Toilette U-Bahnhof Moosach B,München,80992,Memminger Platz,,1.UG,69,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,1,0,,Tür ist immer offen,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,98,180,120,Öffnet nach außen/Türanschlag rechts,,0,1,0,1,,105,,0,0,1,0,0,0,0,92,97,,80,70,50,1,1,63,83,50,150,105,100,0,1,1,61,links,12,,,POINT (686324.1900007277 5339420.639998273)
wc_finder_opendata.214,Öffentliche Toilette U-Bahnhof Harthof D,München,80937,Weyprechtstr.,,1.UG,64,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 19.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690894.5100008203 5342263.169998001)
wc_finder_opendata.215,Öffentliche Toilette U-Bahnhof Arabellapark H,München,81925,Englschalkinger Str.,,1.UG,65,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,18.03.2024 / 18.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (694913.660000911 5336675.449997739)
wc_finder_opendata.216,Öffentliche Toilette U-Bahnhof Arabellapark D,München,81925,Englschalkinger Str.,,1.UG,71,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,18.03.2024 / 18.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (694913.660000911 5336675.449997739)
